InvoiceID,SalesLineID_nonEU,InvoiceDate,CustomerID,CustomerOrderCount,CustomerSegment,Country,MarketRegion,StockCode,Description,ProductCategory,ProductMaterial,ProductColor,UnitPrice_USD,SalesTax_Rate,ImportDuty_Rate,UnitPrice_Tax_USD,UnitPrice_Duty_USD,UnitPrice_Gross_USD,UnitCost_USD,CostAmount_USD,Shipping_Zone_nonEU,Shipping_Fee_nonEU,Currency,Quantity,CustomerType_nonEU,KYC_Level_nonEU,PreferredLanguage_nonEU,CustomerTenureDays_nonEU,LoyaltyScore_nonEU,HS_Code_nonEU,CountryOfOrigin_nonEU,Incoterms_nonEU,SalesTax_Amount_USD,ImportDuty_Amount_USD,CustomsFormRequired_nonEU,DeMinimisFlag_nonEU,Carrier_nonEU,EstimatedDeliveryDays_nonEU,ShippingInsurance_USD
566200,NE_LN_306749,10/23/25 1:25,16910,8,ACTIVE,United Kingdom,nonEU,22197,POPCORN HOLDER,MISC,OTHER,UNKNOWN,0.85,0.2,0.0,0.17,0.0,1.02,0.47,0.94,UK,19.99,USD,2,B2C,MED,EN,0,41,9999-91,US,DAP,0.17,0.0,0,0,FEDEX,5,0.0
560018,NE_LN_243890,8/27/25 0:03,15987,7,NEW,United Kingdom,nonEU,22938,CUPCAKE LACE PAPER SET 6,MISC,PAPER,UNKNOWN,1.95,0.2,0.0,0.39,0.0,2.34,1.07,1.07,UK,19.99,USD,1,B2C,MED,EN,220,32,9999-68,VN,DAP,0.39,0.0,0,0,FEDEX,5,0.0
554603,NE_LN_189403,7/7/25 22:25,14593,3,NEW,United Kingdom,nonEU,22996,TRAVEL CARD WALLET VINTAGE TICKET,CARD,OTHER,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,0.23,UK,19.99,USD,1,B2C,LOW,EN,0,9,4909-69,IN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
571509,NE_LN_369938,11/30/25 2:39,13110,8,ACTIVE,United Kingdom,nonEU,22470,HEART OF WICKER LARGE,MISC,OTHER,UNKNOWN,2.95,0.2,0.0,0.59,0.0,3.54,1.62,9.72,UK,19.99,USD,6,B2C,MED,EN,258,25,9999-02,EU,DAP,0.59,0.0,0,0,FEDEX,5,0.0
560780,NE_LN_252670,9/2/25 20:42,,0,NEW,United Kingdom,nonEU,21931,JUMBO STORAGE BAG SUKI,BAG,OTHER,UNKNOWN,4.13,0.2,0.0,0.83,0.0,4.96,2.27,24.97,UK,12.99,USD,11,B2C,LOW,EN,,20,4202-72,EU,DAP,0.83,0.0,0,0,FEDEX,5,0.0
546421,NE_LN_109647,4/25/25 22:32,13700,10,ACTIVE,United Kingdom,nonEU,20971,PINK BLUE FELT CRAFT TRINKET BOX,BOX,OTHER,BLUE,1.25,0.2,0.0,0.25,0.0,1.5,0.69,2.07,UK,19.99,USD,3,B2C,MED,EN,55,41,3923-82,EU,DAP,0.25,0.0,0,0,FEDEX,5,0.0
577490,NE_LN_443669,1/2/26 23:22,16464,3,NEW,United Kingdom,nonEU,22417,PACK OF 60 SPACEBOY CAKE CASES,MISC,OTHER,UNKNOWN,0.55,0.2,0.0,0.11,0.0,0.66,0.3,0.9,UK,19.99,USD,3,B2C,LOW,EN,122,11,9999-11,US,DAP,0.11,0.0,0,0,FEDEX,5,0.0
551016,NE_LN_156441,6/8/25 22:20,17975,14,ACTIVE,United Kingdom,nonEU,22212,FOUR HOOK  WHITE LOVEBIRDS,MISC,OTHER,WHITE,2.1,0.2,0.0,0.42,0.0,2.52,1.16,27.84,UK,12.99,USD,24,B2C,MED,EN,138,52,9999-59,IN,DAP,0.42,0.0,0,0,FEDEX,5,0.0
569532,NE_LN_346897,11/17/25 2:30,13552,16,ACTIVE,United Kingdom,nonEU,23294,SET OF 6 SNACK LOAF BAKING CASES,MISC,OTHER,UNKNOWN,0.83,0.2,0.0,0.17,0.0,1.0,0.46,3.68,UK,19.99,USD,8,B2C,MED,EN,249,62,9999-21,US,DAP,0.17,0.0,0,0,FEDEX,5,0.0
576067,NE_LN_425863,12/27/25 2:59,14227,15,ACTIVE,United Kingdom,nonEU,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,MISC,OTHER,RED,2.08,0.2,0.0,0.42,0.0,2.5,1.14,11.4,UK,12.99,USD,10,B2C,MED,EN,258,49,9999-18,VN,DAP,0.42,0.0,0,0,FEDEX,5,0.0
536832,NE_LN_4806,1/15/25 4:52,16634,2,NEW,United Kingdom,nonEU,22763,KEY CABINET MA CAMPAGNE,MISC,OTHER,UNKNOWN,9.95,0.2,0.0,1.99,0.0,11.94,5.47,10.94,UK,19.99,USD,2,B2C,LOW,EN,0,17,9999-87,EU,DAP,1.99,0.0,0,0,FEDEX,5,0.0
537126,NE_LN_7617,1/17/25 23:24,18118,31,LOYAL,United Kingdom,nonEU,21329,DINOSAURS  WRITING SET ,MISC,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,0.91,UK,19.99,USD,1,B2B,HIGH,EN,0,95,9999-86,US,DAP,0.33,0.0,0,0,FEDEX,5,0.0
571837,NE_LN_373335,12/1/25 23:22,16470,5,NEW,United Kingdom,nonEU,23506,MINI PLAYING CARDS SPACEBOY ,CARD,OTHER,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,0.23,UK,19.99,USD,1,B2C,MED,EN,307,14,4909-83,VN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
556184,NE_LN_204138,7/22/25 22:50,16592,19,ACTIVE,United Kingdom,nonEU,22673,FRENCH GARDEN SIGN BLUE METAL,MISC,METAL,BLUE,1.25,0.2,0.0,0.25,0.0,1.5,0.69,8.28,UK,12.99,USD,12,B2C,MED,EN,104,51,9999-94,IN,DAP,0.25,0.0,0,0,FEDEX,5,0.0
551283,NE_LN_158283,6/10/25 1:12,16755,5,NEW,United Kingdom,nonEU,22729,ALARM CLOCK BAKELIKE ORANGE,MISC,OTHER,UNKNOWN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,6.18,UK,19.99,USD,3,B2C,MED,EN,89,24,9999-45,CN,DAP,0.75,0.0,0,0,FEDEX,5,0.0
566488,NE_LN_311076,10/26/25 21:27,12940,4,NEW,United Kingdom,nonEU,22767,TRIPLE PHOTO FRAME CORNICE ,MISC,OTHER,UNKNOWN,9.95,0.2,0.0,1.99,0.0,11.94,5.47,10.94,UK,19.99,USD,2,B2C,LOW,EN,0,34,9999-34,IN,DAP,1.99,0.0,0,0,FEDEX,5,0.0
561820,NE_LN_262681,9/11/25 3:11,,0,NEW,United Kingdom,nonEU,21555,CERAMIC STRAWBERRY TRINKET TRAY,MISC,CERAMIC,UNKNOWN,2.46,0.2,0.0,0.49,0.0,2.95,1.35,1.35,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-78,VN,DAP,0.49,0.0,0,0,FEDEX,5,0.0
550196,NE_LN_145794,5/28/25 21:20,14796,27,ACTIVE,United Kingdom,nonEU,23178,JAM CLOCK MAGNET,MISC,OTHER,UNKNOWN,2.89,0.2,0.0,0.58,0.0,3.47,1.59,1.59,UK,19.99,USD,1,B2B,HIGH,EN,128,72,9999-71,US,DAP,0.58,0.0,0,0,FEDEX,5,0.0
560246,NE_LN_246304,8/29/25 23:28,14292,14,ACTIVE,United Kingdom,nonEU,22699,ROSES REGENCY TEACUP AND SAUCER ,MISC,OTHER,UNKNOWN,2.95,0.2,0.0,0.59,0.0,3.54,1.62,19.44,UK,12.99,USD,12,B2C,MED,EN,180,36,9999-53,VN,DAP,0.59,0.0,0,0,FEDEX,5,0.0
579175,NE_LN_466537,1/11/26 1:50,14562,22,ACTIVE,United Kingdom,nonEU,21481,FAWN BLUE HOT WATER BOTTLE,MISC,OTHER,BLUE,3.75,0.2,0.0,0.75,0.0,4.5,2.06,6.18,UK,19.99,USD,3,B2B,HIGH,EN,292,60,9999-53,VN,DAP,0.75,0.0,0,0,FEDEX,5,0.0
543342,NE_LN_77971,3/22/25 23:38,17162,11,ACTIVE,United Kingdom,nonEU,22485,SET OF 2 WOODEN MARKET CRATES,MISC,WOOD,UNKNOWN,12.75,0.2,0.0,2.55,0.0,15.3,7.01,14.02,UK,19.99,USD,2,B2C,MED,EN,0,48,9999-09,IN,DAP,2.55,0.0,0,0,FEDEX,5,0.0
567341,NE_LN_320209,11/2/25 2:15,14961,12,ACTIVE,United Kingdom,nonEU,23203,JUMBO BAG VINTAGE DOILY ,BAG,OTHER,UNKNOWN,2.08,0.2,0.0,0.42,0.0,2.5,1.14,11.4,UK,12.99,USD,10,B2C,MED,EN,279,52,4202-07,EU,DAP,0.42,0.0,0,0,FEDEX,5,0.0
566215,NE_LN_306945,10/23/25 2:22,14895,24,ACTIVE,United Kingdom,nonEU,21539,RED RETROSPOT BUTTER DISH,MISC,OTHER,RED,4.95,0.2,0.0,0.99,0.0,5.94,2.72,8.16,UK,19.99,USD,3,B2B,HIGH,EN,231,82,9999-58,VN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
572946,NE_LN_386811,12/9/25 21:47,13988,9,ACTIVE,United Kingdom,nonEU,48194,DOORMAT HEARTS,MISC,OTHER,UNKNOWN,8.25,0.2,0.0,1.65,0.0,9.9,4.54,9.08,UK,19.99,USD,2,B2C,MED,EN,210,32,9999-29,IN,DAP,1.65,0.0,0,0,FEDEX,5,0.0
553935,NE_LN_183629,7/2/25 21:43,15856,31,LOYAL,United Kingdom,nonEU,23169,CLASSIC GLASS COOKIE JAR,MISC,GLASS,UNKNOWN,4.15,0.2,0.0,0.83,0.0,4.98,2.28,2.28,UK,19.99,USD,1,B2B,HIGH,EN,161,99,9999-88,VN,DAP,0.83,0.0,0,0,FEDEX,5,0.0
571040,NE_LN_363465,11/26/25 0:10,15272,2,NEW,United Kingdom,nonEU,23284,DOORMAT KEEP CALM AND COME IN,MISC,OTHER,UNKNOWN,8.25,0.2,0.0,1.65,0.0,9.9,4.54,9.08,UK,19.99,USD,2,B2C,LOW,EN,28,20,9999-20,CN,DAP,1.65,0.0,0,0,FEDEX,5,0.0
572282,NE_LN_378032,12/5/25 22:50,17634,9,ACTIVE,United Kingdom,nonEU,22064,PINK DOUGHNUT TRINKET POT ,MISC,OTHER,PINK,1.65,0.2,0.0,0.33,0.0,1.98,0.91,1.82,UK,19.99,USD,2,B2C,MED,EN,289,47,9999-43,VN,DAP,0.33,0.0,0,0,FEDEX,5,0.0
540641,NE_LN_48107,2/23/25 0:31,16497,6,NEW,United Kingdom,nonEU,22111,SCOTTIE DOG HOT WATER BOTTLE,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,8.16,UK,19.99,USD,3,B2C,MED,EN,0,26,9999-78,VN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
560536,NE_LN_249785,8/31/25 23:26,16626,20,ACTIVE,United Kingdom,nonEU,21326,AGED GLASS SILVER T-LIGHT HOLDER,LIGHTING,GLASS,UNKNOWN,0.65,0.2,0.0,0.13,0.0,0.78,0.36,8.64,UK,12.99,USD,24,B2B,HIGH,EN,122,54,9405-62,EU,DAP,0.13,0.0,0,0,FEDEX,5,0.0
543000,NE_LN_74329,3/17/25 23:28,,0,NEW,United Kingdom,nonEU,21041,RED RETROSPOT OVEN GLOVE DOUBLE,MISC,OTHER,RED,5.79,0.2,0.0,1.16,0.0,6.95,3.18,3.18,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-64,IN,DAP,1.16,0.0,0,0,FEDEX,5,0.0
538636,NE_LN_27078,1/26/25 1:01,14639,8,ACTIVE,United Kingdom,nonEU,21527,RED RETROSPOT TRADITIONAL TEAPOT ,MISC,OTHER,RED,7.95,0.2,0.0,1.59,0.0,9.54,4.37,8.74,UK,19.99,USD,2,B2C,MED,EN,0,34,9999-99,IN,DAP,1.59,0.0,0,0,FEDEX,5,0.0
578307,NE_LN_455466,1/6/26 3:04,17290,2,NEW,United Kingdom,nonEU,23275,SET OF 3 HANGING OWLS OLLIE BEAK,MISC,OTHER,UNKNOWN,1.25,0.2,0.0,0.25,0.0,1.5,0.69,0.69,UK,19.99,USD,1,B2C,LOW,EN,0,20,9999-31,US,DAP,0.25,0.0,0,0,FEDEX,5,0.0
578631,NE_LN_458699,1/7/26 3:31,14805,4,NEW,United Kingdom,nonEU,23355,HOT WATER BOTTLE KEEP CALM,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,10.88,UK,19.99,USD,4,B2C,LOW,EN,298,21,9999-08,VN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
571713,NE_LN_371954,12/1/25 4:09,,0,NEW,United Kingdom,nonEU,22681,FRENCH BLUE METAL DOOR SIGN 6,MISC,METAL,BLUE,2.46,0.2,0.0,0.49,0.0,2.95,1.35,1.35,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-35,CN,DAP,0.49,0.0,0,0,FEDEX,5,0.0
572309,NE_LN_379089,12/6/25 2:40,14432,6,NEW,United Kingdom,nonEU,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,CANDLE,OTHER,UNKNOWN,0.79,0.2,0.0,0.16,0.0,0.95,0.43,2.58,UK,19.99,USD,6,B2C,MED,EN,42,37,3406-43,VN,DAP,0.16,0.0,0,0,FEDEX,5,0.0
571040,NE_LN_363466,11/26/25 0:10,15272,2,NEW,United Kingdom,nonEU,22690,DOORMAT HOME SWEET HOME BLUE ,MISC,OTHER,BLUE,8.25,0.2,0.0,1.65,0.0,9.9,4.54,4.54,UK,19.99,USD,1,B2C,LOW,EN,28,20,9999-78,VN,DAP,1.65,0.0,0,0,FEDEX,5,0.0
552446,NE_LN_168386,6/22/25 0:39,16729,26,ACTIVE,United Kingdom,nonEU,47348A,FUSCHIA VOILE POINTY SHOE DEC,MISC,OTHER,UNKNOWN,0.39,0.2,0.0,0.08,0.0,0.47,0.21,0.42,UK,19.99,USD,2,B2B,HIGH,EN,26,80,9999-86,US,DAP,0.08,0.0,0,0,FEDEX,5,0.0
558441,NE_LN_224792,8/12/25 0:10,14606,128,LOYAL,United Kingdom,nonEU,22329,ROUND CONTAINER SET OF 5 RETROSPOT,MISC,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,0.91,UK,19.99,USD,1,B2B,HIGH,EN,209,79,9999-86,US,DAP,0.33,0.0,0,0,FEDEX,5,0.0
564716,NE_LN_290176,10/10/25 22:13,14810,11,ACTIVE,United Kingdom,nonEU,23245,SET OF 3 REGENCY CAKE TINS,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,10.88,UK,19.99,USD,4,B2C,MED,EN,265,43,9999-90,CN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
551718,NE_LN_161416,6/16/25 3:17,,0,NEW,United Kingdom,nonEU,23052,RECYCLED ACAPULCO MAT TURQUOISE,MISC,OTHER,UNKNOWN,16.63,0.2,0.0,3.33,0.0,19.96,9.15,9.15,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-30,CN,DAP,3.33,0.0,0,0,FEDEX,5,0.0
540277,NE_LN_43326,2/18/25 23:29,14258,10,ACTIVE,United Kingdom,nonEU,85123A,WHITE HANGING HEART T-LIGHT HOLDER,LIGHTING,OTHER,WHITE,2.55,0.2,0.0,0.51,0.0,3.06,1.4,44.8,UK,0.0,USD,32,B2C,MED,EN,0,37,9405-60,CN,DAP,0.51,0.0,0,0,FEDEX,5,0.0
555645,NE_LN_199359,7/20/25 0:42,18016,5,NEW,United Kingdom,nonEU,22507,MEMO BOARD RETROSPOT  DESIGN,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,5.44,UK,19.99,USD,2,B2C,MED,EN,177,14,9999-58,VN,DAP,0.99,0.0,0,0,FEDEX,5,0.0
581118,NE_LN_491547,1/19/26 23:37,15136,5,NEW,United Kingdom,nonEU,22081,RIBBON REEL FLORA + FAUNA ,MISC,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,9.1,UK,12.99,USD,10,B2C,MED,EN,93,27,9999-48,VN,DAP,0.33,0.0,0,0,FEDEX,5,0.0
569700,NE_LN_349388,11/18/25 3:07,,0,NEW,United Kingdom,nonEU,22449,SILK PURSE BABUSHKA PINK,MISC,OTHER,PINK,2.46,0.2,0.0,0.49,0.0,2.95,1.35,2.7,UK,19.99,USD,2,B2C,LOW,EN,,20,9999-48,VN,DAP,0.49,0.0,0,0,FEDEX,5,0.0
580502,NE_LN_481517,1/17/26 0:26,16931,21,ACTIVE,United Kingdom,nonEU,22311,OFFICE MUG WARMER BLACK+SILVER ,MUG,OTHER,BLACK,2.95,0.2,0.0,0.59,0.0,3.54,1.62,4.86,UK,19.99,USD,3,B2B,HIGH,EN,364,68,6912-22,EU,DAP,0.59,0.0,0,0,FEDEX,5,0.0
540154,NE_LN_41619,2/17/25 22:41,,0,NEW,United Kingdom,nonEU,22133,PINK LOVE HEART SHAPE CUP,MISC,OTHER,PINK,1.66,0.2,0.0,0.33,0.0,1.99,0.91,1.82,UK,19.99,USD,2,B2C,LOW,EN,,20,9999-24,IN,DAP,0.33,0.0,0,0,FEDEX,5,0.0
542601,NE_LN_70547,3/14/25 23:03,16897,3,NEW,United Kingdom,nonEU,22680,FRENCH BLUE METAL DOOR SIGN 5,MISC,METAL,BLUE,1.25,0.2,0.0,0.25,0.0,1.5,0.69,0.69,UK,19.99,USD,1,B2C,LOW,EN,0,24,9999-71,US,DAP,0.25,0.0,0,0,FEDEX,5,0.0
579100,NE_LN_465121,1/10/26 22:38,13004,22,ACTIVE,United Kingdom,nonEU,21790,VINTAGE SNAP CARDS,CARD,OTHER,UNKNOWN,0.85,0.2,0.0,0.17,0.0,1.02,0.47,5.64,UK,12.99,USD,12,B2B,HIGH,EN,346,71,4909-14,IN,DAP,0.17,0.0,0,0,FEDEX,5,0.0
566950,NE_LN_316197,10/29/25 3:45,17594,2,NEW,United Kingdom,nonEU,22386,JUMBO BAG PINK POLKADOT,BAG,OTHER,PINK,2.08,0.2,0.0,0.42,0.0,2.5,1.14,11.4,UK,12.99,USD,10,B2C,LOW,EN,169,23,4202-87,EU,DAP,0.42,0.0,0,0,FEDEX,5,0.0
541256,NE_LN_55046,3/1/25 1:47,13048,5,NEW,United Kingdom,nonEU,22457,NATURAL SLATE HEART CHALKBOARD ,MISC,OTHER,UNKNOWN,2.95,0.2,0.0,0.59,0.0,3.54,1.62,9.72,UK,19.99,USD,6,B2C,MED,EN,0,28,9999-20,CN,DAP,0.59,0.0,0,0,FEDEX,5,0.0
580673,NE_LN_484768,1/18/26 1:41,13089,118,LOYAL,United Kingdom,nonEU,23529,WALL ART DOLLY GIRL ,MISC,OTHER,UNKNOWN,3.75,0.2,0.0,0.75,0.0,4.5,2.06,12.36,UK,19.99,USD,6,B2B,HIGH,EN,365,83,9999-08,VN,DAP,0.75,0.0,0,0,FEDEX,5,0.0
565114,NE_LN_295584,10/14/25 22:26,13588,13,ACTIVE,United Kingdom,nonEU,22093,MOTORING TISSUE BOX,BOX,OTHER,UNKNOWN,0.39,0.2,0.0,0.08,0.0,0.47,0.21,7.56,UK,0.0,USD,36,B2C,MED,EN,155,40,3923-68,VN,DAP,0.08,0.0,0,0,FEDEX,5,0.0
552702,NE_LN_171784,6/23/25 3:11,,0,NEW,United Kingdom,nonEU,21452,TOADSTOOL MONEY BOX,BOX,OTHER,UNKNOWN,5.79,0.2,0.0,1.16,0.0,6.95,3.18,3.18,UK,19.99,USD,1,B2C,LOW,EN,,20,3923-39,IN,DAP,1.16,0.0,0,0,FEDEX,5,0.0
555510,NE_LN_197461,7/17/25 4:20,,0,NEW,United Kingdom,nonEU,84991,60 TEATIME FAIRY CAKE CASES,MISC,OTHER,UNKNOWN,1.25,0.2,0.0,0.25,0.0,1.5,0.69,0.69,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-72,EU,DAP,0.25,0.0,0,0,FEDEX,5,0.0
548529,NE_LN_131504,5/14/25 4:07,18223,27,ACTIVE,United Kingdom,nonEU,84879,ASSORTED COLOUR BIRD ORNAMENT,MISC,OTHER,UNKNOWN,1.69,0.2,0.0,0.34,0.0,2.03,0.93,7.44,UK,19.99,USD,8,B2B,HIGH,EN,105,83,9999-77,EU,DAP,0.34,0.0,0,0,FEDEX,5,0.0
575846,NE_LN_421309,12/24/25 23:18,17364,12,ACTIVE,United Kingdom,nonEU,22747,POPPY'S PLAYHOUSE BATHROOM,MISC,OTHER,UNKNOWN,2.1,0.2,0.0,0.42,0.0,2.52,1.16,2.32,UK,19.99,USD,2,B2C,MED,EN,302,31,9999-32,EU,DAP,0.42,0.0,0,0,FEDEX,5,0.0
579293,NE_LN_468274,1/11/26 22:33,14419,6,NEW,United Kingdom,nonEU,23240,SET OF 4 KNICK KNACK TINS DOILY ,MISC,OTHER,UNKNOWN,4.15,0.2,0.0,0.83,0.0,4.98,2.28,6.84,UK,19.99,USD,3,B2C,MED,EN,354,31,9999-10,CN,DAP,0.83,0.0,0,0,FEDEX,5,0.0
543658,NE_LN_81510,3/26/25 21:49,13819,3,NEW,United Kingdom,nonEU,21212,PACK OF 72 RETROSPOT CAKE CASES,MISC,OTHER,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,27.6,UK,0.0,USD,120,B2C,LOW,EN,18,32,9999-67,EU,DAP,0.08,0.0,0,0,FEDEX,5,0.0
548210,NE_LN_128484,5/12/25 4:34,14606,128,LOYAL,United Kingdom,nonEU,85114A,BLACK ENCHANTED FOREST PLACEMAT,MISC,OTHER,BLACK,1.65,0.2,0.0,0.33,0.0,1.98,0.91,1.82,UK,19.99,USD,2,B2B,HIGH,EN,118,79,9999-65,CN,DAP,0.33,0.0,0,0,FEDEX,5,0.0
557769,NE_LN_218765,8/5/25 1:49,16626,20,ACTIVE,United Kingdom,nonEU,23032,DRAWER KNOB CRACKLE GLAZE IVORY,MISC,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,5.46,UK,19.99,USD,6,B2B,HIGH,EN,96,54,9999-45,CN,DAP,0.33,0.0,0,0,FEDEX,5,0.0
578833,NE_LN_461228,1/8/26 2:34,,0,NEW,United Kingdom,nonEU,20717,STRAWBERRY SHOPPER BAG,BAG,OTHER,UNKNOWN,2.46,0.2,0.0,0.49,0.0,2.95,1.35,4.05,UK,19.99,USD,3,B2C,LOW,EN,,20,4202-22,EU,DAP,0.49,0.0,0,0,FEDEX,5,0.0
543802,NE_LN_82359,3/28/25 23:14,13742,14,ACTIVE,United Kingdom,nonEU,22723,SET OF 6 HERB TINS SKETCHBOOK,MISC,OTHER,UNKNOWN,3.95,0.2,0.0,0.79,0.0,4.74,2.17,4.34,UK,19.99,USD,2,B2C,MED,EN,20,58,9999-61,US,DAP,0.79,0.0,0,0,FEDEX,5,0.0
578688,NE_LN_459282,1/7/26 20:38,16719,8,ACTIVE,United Kingdom,nonEU,22179,SET 10 NIGHT OWL LIGHTS,LIGHTING,OTHER,UNKNOWN,6.75,0.2,0.0,1.35,0.0,8.1,3.71,11.13,UK,19.99,USD,3,B2C,MED,EN,353,24,9405-19,IN,DAP,1.35,0.0,0,0,FEDEX,5,0.0
545978,NE_LN_105381,4/20/25 23:30,13975,7,NEW,United Kingdom,nonEU,21231,SWEETHEART CERAMIC TRINKET BOX,BOX,CERAMIC,UNKNOWN,1.25,0.2,0.0,0.25,0.0,1.5,0.69,2.76,UK,19.99,USD,4,B2C,MED,EN,0,19,3923-92,EU,DAP,0.25,0.0,0,0,FEDEX,5,0.0
561900,NE_LN_263913,9/13/25 2:42,16655,6,NEW,United Kingdom,nonEU,22854,CREAM SWEETHEART EGG HOLDER,MISC,OTHER,UNKNOWN,4.95,0.2,0.0,0.99,0.0,5.94,2.72,10.88,UK,19.99,USD,4,B2C,MED,EN,200,31,9999-47,EU,DAP,0.99,0.0,0,0,FEDEX,5,0.0
575583,NE_LN_417622,12/23/25 23:06,14456,14,ACTIVE,United Kingdom,nonEU,22991,GIRAFFE WOODEN RULER,MISC,WOOD,UNKNOWN,1.95,0.2,0.0,0.39,0.0,2.34,1.07,1.07,UK,19.99,USD,1,B2C,MED,EN,112,54,9999-41,US,DAP,0.39,0.0,0,0,FEDEX,5,0.0
552673,NE_LN_171141,6/23/25 2:18,,0,NEW,United Kingdom,nonEU,22386,JUMBO BAG PINK POLKADOT,BAG,OTHER,PINK,4.13,0.2,0.0,0.83,0.0,4.96,2.27,2.27,UK,19.99,USD,1,B2C,LOW,EN,,20,4202-87,EU,DAP,0.83,0.0,0,0,FEDEX,5,0.0
568952,NE_LN_338999,11/12/25 2:40,14305,5,NEW,United Kingdom,nonEU,22144,CHRISTMAS CRAFT LITTLE FRIENDS,MISC,OTHER,UNKNOWN,2.1,0.2,0.0,0.42,0.0,2.52,1.16,6.96,UK,19.99,USD,6,B2C,MED,EN,64,24,9999-43,VN,DAP,0.42,0.0,0,0,FEDEX,5,0.0
580882,NE_LN_488759,1/18/26 23:31,12971,89,LOYAL,United Kingdom,nonEU,23267,SET OF 4 SANTA PLACE SETTINGS,MISC,OTHER,UNKNOWN,1.25,0.2,0.0,0.25,0.0,1.5,0.69,8.28,UK,12.99,USD,12,B2B,HIGH,EN,368,81,9999-54,IN,DAP,0.25,0.0,0,0,FEDEX,5,0.0
556083,NE_LN_202989,7/22/25 2:34,,0,NEW,United Kingdom,nonEU,22781,GUMBALL MAGAZINE RACK,MISC,OTHER,UNKNOWN,14.96,0.2,0.0,2.99,0.0,17.95,8.23,8.23,UK,19.99,USD,1,B2C,LOW,EN,,20,9999-84,IN,DAP,2.99,0.0,0,0,FEDEX,5,0.0
565767,NE_LN_302435,10/20/25 1:39,,0,NEW,United Kingdom,nonEU,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,MISC,CERAMIC,UNKNOWN,4.13,0.2,0.0,0.83,0.0,4.96,2.27,13.62,UK,19.99,USD,6,B2C,LOW,EN,,20,9999-57,EU,DAP,0.83,0.0,0,0,FEDEX,5,0.0
570465,NE_LN_358143,11/23/25 3:13,,0,NEW,United Kingdom,nonEU,22082,RIBBON REEL STRIPES DESIGN ,MISC,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,5.46,UK,19.99,USD,6,B2C,LOW,EN,,20,9999-92,EU,DAP,0.33,0.0,0,0,FEDEX,5,0.0
546950,NE_LN_115019,4/30/25 22:35,16511,3,NEW,United Kingdom,nonEU,22262,FELT EGG COSY CHICKEN,MISC,OTHER,UNKNOWN,0.85,0.2,0.0,0.17,0.0,1.02,0.47,1.41,UK,19.99,USD,3,B2C,LOW,EN,0,13,9999-43,VN,DAP,0.17,0.0,0,0,FEDEX,5,0.0
554103,NE_LN_185599,7/5/25 1:02,15555,20,ACTIVE,United Kingdom,nonEU,23209,LUNCH BAG DOILEY PATTERN ,BAG,OTHER,UNKNOWN,1.65,0.2,0.0,0.33,0.0,1.98,0.91,2.73,UK,19.99,USD,3,B2B,HIGH,EN,167,50,4202-22,EU,DAP,0.33,0.0,0,0,FEDEX,5,0.0
572549,NE_LN_381434,12/7/25 4:14,,0,NEW,United Kingdom,nonEU,22356,CHARLOTTE BAG PINK POLKADOT,BAG,OTHER,PINK,1.63,0.2,0.0,0.33,0.0,1.96,0.9,0.9,UK,19.99,USD,1,B2C,LOW,EN,,20,4202-97,EU,DAP,0.33,0.0,0,0,FEDEX,5,0.0
539252,NE_LN_31939,1/29/25 1:28,17744,7,NEW,United Kingdom,nonEU,22647,CERAMIC LOVE HEART MONEY BANK,MISC,CERAMIC,UNKNOWN,0.42,0.2,0.0,0.08,0.0,0.5,0.23,8.28,UK,0.0,USD,36,B2C,MED,EN,0,25,9999-07,EU,DAP,0.08,0.0,0,0,FEDEX,5,0.0
